Product Title,Product Price,Product Rating,Comments Count,Reviews Link,Label not found,Brand,Model name,Operating system,Cellular technology,Memory storage capacity,Connectivity technology,Screen size,Wireless network technology,RAM memory installed size,SIM card slot count,Review - Author,Review - Rating,Review - Title,Review - Date,Review - Body,Review - Format,Wireless carrier,Colour,Search,Resolution,Form factor,Connector type,Front-photo sensor resolution,Speaker type,Special feature,Recommended uses for product,Compatible devices,Mounting type,Unit count,Controller type,Cable type,Compatible phone models,Material,Pattern,Embellishment,Theme,Included components
Apple iPhone XS 256GB Space Grey (Renewed),209..,4 out of 5,454 global ratings,https://www.amazon.co.uk/Apple-iPhone-256GB-Space-Refurbished-Grey/product-reviews/B07N9MCQZ4/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Value not found,Apple,iPhone XS,iOS,,256 GB,Wi-Fi,5.8 Inches,LTE,4 GB,Dual SIM,Chris Newey,5.0 out of 5 stars,"5.0 out of 5 stars







  
  
    Mobile Phone.
  
",Reviewed in the United Kingdom on 18 August 2023,"







  
  
    The mobile phone work’s excellent and have no issues at this time, unusual for a re conditioned phone.
  
",Verified Purchase,,,iPhone,2560 x 1440,,,,,,,,,,,,,,,,,
Apple iPhone XS 256GB Space Grey (Renewed),209..,4 out of 5,454 global ratings,https://www.amazon.co.uk/Apple-iPhone-256GB-Space-Refurbished-Grey/product-reviews/B07N9MCQZ4/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Value not found,Apple,iPhone XS,iOS,,256 GB,Wi-Fi,5.8 Inches,LTE,4 GB,Dual SIM,Strongflower70,2.0 out of 5 stars,"2.0 out of 5 stars







  
  
    Global
  
",Reviewed in the United Kingdom on 28 October 2023,"







  
  
    Phone is actually very good just about battery , sorry but battery capacity 74%??
  
",Verified Purchase,,,iPhone,2560 x 1440,,,,,,,,,,,,,,,,,
Apple iPhone XS 256GB Space Grey (Renewed),209..,4 out of 5,454 global ratings,https://www.amazon.co.uk/Apple-iPhone-256GB-Space-Refurbished-Grey/product-reviews/B07N9MCQZ4/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Value not found,Apple,iPhone XS,iOS,,256 GB,Wi-Fi,5.8 Inches,LTE,4 GB,Dual SIM,Amazon Customer,1.0 out of 5 stars,"1.0 out of 5 stars







  
  
    buyer beware! buy with caution!
  
",Reviewed in the United Kingdom on 12 October 2023,"







  
  
    bought it six months ago and immediately the battery wasn't healthy and began to deteriorate very quickly and in the end would just switch off. arranged to send it back to the seller and when he received it he said that due to the phone being damaged by me, he would not fix it - I had not damaged the phone and the phone was fine when I sent it.The seller was very unhelpful to the point I had to ask Amazon to step in and help me with the matter which they did.Be cautious here when buying as you may not get the phone you thought it would be and also guarantee is quickly cancelled when you need to use it.
  
",Verified Purchase,,,iPhone,2560 x 1440,,,,,,,,,,,,,,,,,
Apple iPhone XS 256GB Space Grey (Renewed),209..,4 out of 5,454 global ratings,https://www.amazon.co.uk/Apple-iPhone-256GB-Space-Refurbished-Grey/product-reviews/B07N9MCQZ4/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Value not found,Apple,iPhone XS,iOS,,256 GB,Wi-Fi,5.8 Inches,LTE,4 GB,Dual SIM,Mum of two bookworms,3.0 out of 5 stars,"3.0 out of 5 stars







  
  
    Couldn’t get mine to charge
  
",Reviewed in the United Kingdom on 24 February 2023,"







  
  
    Refurb phone. Couldn’t get it to charge either with the charger supplied or my current working cables. It’s something to think about as I am now without a phone and the money for the phone plus postage. Quite a big thing for me especially if you use your phone for work and family.
  
",Verified Purchase,,,iPhone,2560 x 1440,,,,,,,,,,,,,,,,,
Apple iPhone XS 256GB Space Grey (Renewed),209..,4 out of 5,454 global ratings,https://www.amazon.co.uk/Apple-iPhone-256GB-Space-Refurbished-Grey/product-reviews/B07N9MCQZ4/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Value not found,Apple,iPhone XS,iOS,,256 GB,Wi-Fi,5.8 Inches,LTE,4 GB,Dual SIM,SJayne,3.0 out of 5 stars,"3.0 out of 5 stars







  
  
    Nice phone.
  
",Reviewed in the United Kingdom on 27 December 2022,"







  
  
    Great phone with very few marks on the screen, nothing major to affect use. However, when turning the phone on, Apple detects the battery has been changed and a non genuine battery has been used, therefore not displaying the battery health. I’ve been through the listing to double check, and nowhere does it mention the battery being changed. It does however guarantee a battery life of more than 80%, something I’m unable to check now.
  
",Verified Purchase,,,iPhone,2560 x 1440,,,,,,,,,,,,,,,,,
Apple iPhone XS 256GB Space Grey (Renewed),209..,4 out of 5,454 global ratings,https://www.amazon.co.uk/Apple-iPhone-256GB-Space-Refurbished-Grey/product-reviews/B07N9MCQZ4/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Value not found,Apple,iPhone XS,iOS,,256 GB,Wi-Fi,5.8 Inches,LTE,4 GB,Dual SIM,MiirWoodland,1.0 out of 5 stars,"1.0 out of 5 stars







  
  
    Scam seller avoid
  
",Reviewed in the United Kingdom on 12 October 2023,"







  
  
    I purchase this phone in good faith believing it had been refurbished.Problems within the first day.Reset itself , got so hot it caused damaged to my bedside table. Turned on and off constantly. Screen froze and calls cut off.Seller absolutely appalling and unhelpful. I purchased this with free returns, and the seller refused to send a label. Amazon said they would cover the cost to return. So I purchased postage. Amazon then refused to refund the postage costs.AVOID this seller completely ignored messages from myself and instructions from Amazon who are powerless to do anything against them. First and last time ordering a phone from Amazon
  
",Verified Purchase,,,iPhone,2560 x 1440,,,,,,,,,,,,,,,,,
Apple iPhone 15 Pro (128 GB) - Blue Titanium,999..,4.6 out of 5,183 global ratings,https://www.amazon.co.uk/Apple-iPhone-15-Pro-128/product-reviews/B0CHX53QY9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Value not found,Apple,IPhone 15 Pro,IOS 16,5G,128 GB,USB,6.1 Inches,Wi-Fi,,,Natty Mac,5.0 out of 5 stars,"5.0 out of 5 stars







  
  
    Delivered earlier than expected delivery date.
  
",Reviewed in the United Kingdom on 26 October 2023,"







  
  
    I originally was going to order the iPhone 15 pro on apple but the delivery date was November so came here and ordered it on the 16/10/23. The estimated delivery date was 31/10/23 so I ordered it here.It actually got delivered on the 25/10/23 so was very happy about that. It came in the box with charger as it would if brought from apple directly and very happy with this purchase.
  
",Size Name: 512 GBColour: Blue TitaniumVerified Purchase,Unlocked for All Carriers,Blue Titanium,iPhone,,,,,,,,,,,,,,,,,,
Apple iPhone 15 Pro (128 GB) - Blue Titanium,999..,4.6 out of 5,183 global ratings,https://www.amazon.co.uk/Apple-iPhone-15-Pro-128/product-reviews/B0CHX53QY9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Value not found,Apple,IPhone 15 Pro,IOS 16,5G,128 GB,USB,6.1 Inches,Wi-Fi,,,Clive,4.0 out of 5 stars,"4.0 out of 5 stars







  
  
    Great phone
  
",Reviewed in the United Kingdom on 29 October 2023,"







  
  
    Great phone, glad I waited for the upgrade to USB C.
  
",Size Name: 256 GBColour: Blue TitaniumVerified Purchase,Unlocked for All Carriers,Blue Titanium,iPhone,,,,,,,,,,,,,,,,,,
Apple iPhone 15 Pro (128 GB) - Blue Titanium,999..,4.6 out of 5,183 global ratings,https://www.amazon.co.uk/Apple-iPhone-15-Pro-128/product-reviews/B0CHX53QY9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Value not found,Apple,IPhone 15 Pro,IOS 16,5G,128 GB,USB,6.1 Inches,Wi-Fi,,,It was delivered on time and off course iPhone is awesome as expected,5.0 out of 5 stars,"5.0 out of 5 stars







  
  
    Elegant
  
",Reviewed in the United Kingdom on 28 October 2023,"







  
  
    awesome and on time delivery amazon
  
",Verified Purchase,Unlocked for All Carriers,Blue Titanium,iPhone,,,,,,,,,,,,,,,,,,
Apple iPhone 15 Pro (128 GB) - Blue Titanium,999..,4.6 out of 5,183 global ratings,https://www.amazon.co.uk/Apple-iPhone-15-Pro-128/product-reviews/B0CHX53QY9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Value not found,Apple,IPhone 15 Pro,IOS 16,5G,128 GB,USB,6.1 Inches,Wi-Fi,,,Ellbee,5.0 out of 5 stars,"5.0 out of 5 stars







  
  
    Sleek and beautiful
  
",Reviewed in the United Kingdom on 19 October 2023,"







  
  
    A nice upgrade from my previous phone.
  
",Verified Purchase,Unlocked for All Carriers,Blue Titanium,iPhone,,,,,,,,,,,,,,,,,,
Apple iPhone 15 Pro (128 GB) - Blue Titanium,999..,4.6 out of 5,183 global ratings,https://www.amazon.co.uk/Apple-iPhone-15-Pro-128/product-reviews/B0CHX53QY9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Value not found,Apple,IPhone 15 Pro,IOS 16,5G,128 GB,USB,6.1 Inches,Wi-Fi,,,Seyi,4.0 out of 5 stars,"4.0 out of 5 stars







  
  
    Not bad
  
",Reviewed in the United Kingdom on 18 October 2023,"







  
  
    phone works fine. No issues whatsoever.Trust evri, they are on point in terms of delivery.The battery lasts a full day plus with slightly heavy usage. The phone is good for someone who intends to upgrade from a very lower model say X or XR. I was using 13 and I can say I havent seen any difference in terms of functionality! In short, the phone looks pretty much like 14pro and operates so much like 12/13.
  
",Size Name: 128 GBColour: Blue Titanium,Unlocked for All Carriers,Blue Titanium,iPhone,,,,,,,,,,,,,,,,,,
Apple iPhone 15 Pro (128 GB) - Blue Titanium,999..,4.6 out of 5,183 global ratings,https://www.amazon.co.uk/Apple-iPhone-15-Pro-128/product-reviews/B0CHX53QY9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Value not found,Apple,IPhone 15 Pro,IOS 16,5G,128 GB,USB,6.1 Inches,Wi-Fi,,,Tashan,4.0 out of 5 stars,"4.0 out of 5 stars







  
  
    iPhone 15 pro max
  
",Reviewed in the United Kingdom on 6 October 2023,"







  
  
    I upgraded from the iPhone 13 Pro Max,It took me about 40 minutes to do the iCloud back up to my new device.The only reason why I upgraded to the iPhone 15 Pro Max is from the USB-C  port.Find the action button to be a bit useless for my needs.  New camera zoom is great, but it’s not the Samsung ultra zoom. Which I would like Apple to compete. As a photography person the iPhone still camera still not good enough for 2023 cameras the iPhone 15 pro max zoom only can go up to 25x which it 10 x zoom more I’m old iPhone 13 Pro Max, the Dynamic Island is a gimmick.
  
",Size Name: 256 GBColour: Blue Titanium,Unlocked for All Carriers,Blue Titanium,iPhone,,,,,,,,,,,,,,,,,,
Apple iPhone 15 Pro (128 GB) - Blue Titanium,999..,4.6 out of 5,183 global ratings,https://www.amazon.co.uk/Apple-iPhone-15-Pro-128/product-reviews/B0CHX53QY9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Value not found,Apple,IPhone 15 Pro,IOS 16,5G,128 GB,USB,6.1 Inches,Wi-Fi,,,Alvaro Dani,1.0 out of 5 stars,"1.0 out of 5 stars







  
  
    he didn't arrive
  
",Reviewed in the United Kingdom on 5 October 2023,"


















    
        

        
        

        
            
            
                
                        
                
                
                    The media could not be loaded.
                
            
                
            
        
    
    
",Size Name: 256 GBColour: Blue TitaniumVerified Purchase,Unlocked for All Carriers,Blue Titanium,iPhone,,,,,,,,,,,,,,,,,,
Apple iPhone 15 Pro (128 GB) - Blue Titanium,999..,4.6 out of 5,183 global ratings,https://www.amazon.co.uk/Apple-iPhone-15-Pro-128/product-reviews/B0CHX53QY9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Value not found,Apple,IPhone 15 Pro,IOS 16,5G,128 GB,USB,6.1 Inches,Wi-Fi,,,paul,2.0 out of 5 stars,"2.0 out of 5 stars







  
  
    Substandard build quality
  
",Reviewed in the United Kingdom on 28 October 2023,"







  
  
    The screen still has the plastic hollow feel and this results in very noisy tapping. The noisy tapping also irritated other people in quieter environments. You can squeeze the middle of the screen with your thumbs and can feel it hitting against the battery..screen flexibility not very solid. Also, the screen seems to be quite easily scratched. I hope crapple address these issues...a terrible phone..not worth the money by any means,
  
",Size Name: 128 GBColour: Blue Titanium,Unlocked for All Carriers,Blue Titanium,iPhone,,,,,,,,,,,,,,,,,,
Apple iPhone 15 Pro (128 GB) - Blue Titanium,999..,4.6 out of 5,183 global ratings,https://www.amazon.co.uk/Apple-iPhone-15-Pro-128/product-reviews/B0CHX53QY9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Value not found,Apple,IPhone 15 Pro,IOS 16,5G,128 GB,USB,6.1 Inches,Wi-Fi,,,Sportskanone,5.0 out of 5 stars,"







  
    Ein bemerkenswertes Upgrade
  
  
",Reviewed in Germany on 10 October 2023,"







  
    Als langjähriger Apple Nutzer habe ich kürzlich das Vergnügen gehabt, vom iPhone 12 Pro auf das brandneue iPhone 15 Pro umzusteigen. Und ich kann mit voller Überzeugung sagen, dass es sich um eine bemerkenswerte Verbesserung handelt. Auch wie immer ein toller und vor allem schneller Service von Amazon bei der Lieferung. Danke dafür!Das iPhone 15 Pro in der Farbe Titan Weiß ist ein wahrhaft beeindruckendes Smartphone. Das Design ist elegant und modern, und die Verarbeitungsqualität ist wie gewohnt herausragend. Das edle Finish in Titan Weiß verleiht dem Gerät einen luxuriösen Touch und lässt es in jedem Umfeld stilvoll aussehen.Ein großartiges Feature des iPhone 15 Pro ist zweifellos das verbesserte Display. Die Super Retina XDR OLED Technologie sorgt für atemberaubende Farben, gestochen scharfe Details und eine beeindruckende Helligkeit. Egal ob man Filme, Fotos oder Spiele anschaut, das Display des iPhone 15 Pro bietet ein immersives Erlebnis, das einfach faszinierend ist.Aber es sind nicht nur die äußeren Merkmale, die das iPhone 15 Pro so beeindruckend machen. Die Leistung dieses Smartphones ist absolut erstklassig. Der A17 Pro Chip, kombiniert mit 256 GB Speicher, sorgt für eine blitzschnelle Geschwindigkeit und reibungslose Leistung. Das Multitasking ist ein Kinderspiel und Apps öffnen sich nahezu sofort. Das iPhone 15 Pro bietet eine unglaubliche Performance, die selbst die anspruchsvollsten Nutzer beeindrucken dürfte.Ein weiteres Highlight ist die Kamera des iPhone 15 Pro. Mit dem verbesserten Kamerasystem können atemberaubende Fotos und Videos aufgenommen werden. Die 48 MP Hauptkamera und die 12 MP Ultraweitwinkelkamera liefern beeindruckende Bildqualität, egal ob bei Tag oder Nacht. Die Kamera bietet zahlreiche Funktionen und Einstellungsmöglichkeiten, mit denen man seiner Kreativität freien Lauf lassen kann.Darüber hinaus bietet das iPhone 15 Pro eine lange Akkulaufzeit, schnelles drahtloses Laden, eine verbesserte Wasser- und Staubbeständigkeit sowie eine Vielzahl weiterer Funktionen, die das tägliche Nutzererlebnis noch angenehmer machen.Als jemand, der vom iPhone 12 Pro auf das iPhone 15 Pro gewechselt ist, kann ich mit Sicherheit sagen, dass es sich um ein bemerkenswertes Upgrade handelt. Das iPhone 15 Pro bietet eine außergewöhnliche Leistung, ein beeindruckendes Display und eine herausragende Kameraqualität. Wenn Sie auf der Suche nach einem hochwertigen Smartphone sind, das Ihnen ein erstklassiges Nutzererlebnis bietet, dann ist das iPhone 15 Pro definitiv die richtige Wahl.
  
  
",Verified Purchase,Unlocked for All Carriers,Blue Titanium,iPhone,,,,,,,,,,,,,,,,,,
Apple iPhone 15 Pro (128 GB) - Blue Titanium,999..,4.6 out of 5,183 global ratings,https://www.amazon.co.uk/Apple-iPhone-15-Pro-128/product-reviews/B0CHX53QY9/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Value not found,Apple,IPhone 15 Pro,IOS 16,5G,128 GB,USB,6.1 Inches,Wi-Fi,,,BudgetMan,5.0 out of 5 stars,"







  
    Ausgezeichnetes Smartphone zu einem gerade noch akzeptablen Preis
  
  
",Reviewed in Germany on 20 October 2023,"







  
    Das neue iPhone 15 Pro hat ein iPhone 11 Pro abgelöst, welches seinen Dienst jahrelang ohne Probleme verrichtet hat. Im Vergleich zum 11 Pro gibt es jetzt tolle neue Features bei der Kamera, die Dynamic Island, den praktischen Action Button, das Always-On Display und vieles mehr - aber das Feature das mich überzeugt und zum Kauf bewegt hat ist ProMotion. Mit den 120 Hz sind Animationen nun so was von flüssig und smooth, dass das 11 Pro im Vergleich dazu Augenschmerzen verursacht. Auf ein Display mit 60 Hz werde ich wohl nicht mehr zurückgehen können. Die 120 Hz passen nun auf jeden Fall perfekt zu meinem MacBook Pro 14"" und dem iPad Pro 11"".Einige Kritikpunkte habe ich allerdings trotzdem:- das Kameramodul ist mit jeder Generation größer geworden und hat mittlerweile ein für mich sehr grenzwertiges Ausmaß erreicht. Ist sicher Geschmacksache, aber mir gefällt dieses riesen Ding auf der Rückseite gar nicht - aber vielleicht gewöhnt man sich mit der Zeit daran.- der Preis ist im Vergleich zum Vorjahr zwar gesunken, ist aber immer noch verdammt hoch für ein Smartphone. Wenn man allerdings berücksichtigt, dass das Smartphone wohl das Gerät ist, welches man am meisten überhaupt verwendet (ist zumindest bei mir so) und eigentlich immer dabei hat, relativiert sich der hohe Preis wieder.Ich finde, das iPhone 15 Pro ist auf jeden Fall ein gelungenes Smartphone und als Upgrade von einem 11 Pro oder vielleicht sogar 12 Pro auf jeden Fall empfehlenswert. Hätte ich bereits ein 13 Pro gehabt, wäre ich bestimmt nicht umgestiegen, da Pro Motion für mich das wichtigste Feature ist und man das ja beim 13 Pro bereits hat. Klare Kaufempfehlung!
  
  
",Verified Purchase,Unlocked for All Carriers,Blue Titanium,iPhone,,,,,,,,,,,,,,,,,,
Apple iPhone 15 (128 GB) - Blue,799..,4.4 out of 5,198 global ratings,https://www.amazon.co.uk/Apple-iPhone-15-128-GB/product-reviews/B0CHX3RPHZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Value not found,Apple,IPhone 15,IOS 16,5G,128 GB,USB,6.1 Inches,Wi-Fi,,,Jeewan,4.0 out of 5 stars,"4.0 out of 5 stars







  
  
    Small and handy
  
",Reviewed in the United Kingdom on 27 October 2023,"







  
  
    Phone is handy and performance is good but the drawback is about battery . Bettery if i go for iphone 15 pro max 256 gb. Camera was decent. Features were alright
  
",Size Name: 256 GBColour: BlueVerified Purchase,Unlocked for All Carriers,Blue,iPhone,,,,,,,,,,,,,,,,,,
Apple iPhone 15 (128 GB) - Blue,799..,4.4 out of 5,198 global ratings,https://www.amazon.co.uk/Apple-iPhone-15-128-GB/product-reviews/B0CHX3RPHZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Value not found,Apple,IPhone 15,IOS 16,5G,128 GB,USB,6.1 Inches,Wi-Fi,,,MR STEVEN CHILVERS,4.0 out of 5 stars,"4.0 out of 5 stars







  
  
    Not yellow
  
",Reviewed in the United Kingdom on 13 October 2023,"







  
  
    Great phone but more white than yellow
  
",Verified Purchase,Unlocked for All Carriers,Blue,iPhone,,,,,,,,,,,,,,,,,,
Apple iPhone 15 (128 GB) - Blue,799..,4.4 out of 5,198 global ratings,https://www.amazon.co.uk/Apple-iPhone-15-128-GB/product-reviews/B0CHX3RPHZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Value not found,Apple,IPhone 15,IOS 16,5G,128 GB,USB,6.1 Inches,Wi-Fi,,,paul gallagher,5.0 out of 5 stars,"5.0 out of 5 stars







  
  
    It’s a phone
  
",Reviewed in the United Kingdom on 5 October 2023,"







  
  
    Went from the 14 pro to a Samsung s23 only to find I hate android. Decided I didn’t want the pro version this year now the normal 15 has the dynamic island and matte back glass and glad I got this phone. It’s probably my favourite iPhone to date just a shame it’s not 120hz
  
",Size Name: 128 GBColour: BlueVerified Purchase,Unlocked for All Carriers,Blue,iPhone,,,,,,,,,,,,,,,,,,
Apple iPhone 15 (128 GB) - Blue,799..,4.4 out of 5,198 global ratings,https://www.amazon.co.uk/Apple-iPhone-15-128-GB/product-reviews/B0CHX3RPHZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Value not found,Apple,IPhone 15,IOS 16,5G,128 GB,USB,6.1 Inches,Wi-Fi,,,Margaret ,5.0 out of 5 stars,"5.0 out of 5 stars







  
  
    iPhone as advertised
  
",Reviewed in the United Kingdom on 19 October 2023,"







  
  
    Arrived in perfect condition.
  
",Size Name: 256 GBColour: GreenVerified Purchase,Unlocked for All Carriers,Blue,iPhone,,,,,,,,,,,,,,,,,,
Apple iPhone 15 (128 GB) - Blue,799..,4.4 out of 5,198 global ratings,https://www.amazon.co.uk/Apple-iPhone-15-128-GB/product-reviews/B0CHX3RPHZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Value not found,Apple,IPhone 15,IOS 16,5G,128 GB,USB,6.1 Inches,Wi-Fi,,,Moin,5.0 out of 5 stars,"5.0 out of 5 stars







  
  
    SUPERB
  
",Reviewed in the United Kingdom on 4 October 2023,"







  
  
    Really enjoying using this iPhone 15 (upgraded from iPhone SE 2) screen superiority speed is great ease of transferring data from old to new new device was impeccable.Camera is excellent although other phones are better for price range. Happy with purchase definitely recommend
  
",Size Name: 128 GBColour: BlackVerified Purchase,Unlocked for All Carriers,Blue,iPhone,,,,,,,,,,,,,,,,,,
Apple iPhone 15 (128 GB) - Blue,799..,4.4 out of 5,198 global ratings,https://www.amazon.co.uk/Apple-iPhone-15-128-GB/product-reviews/B0CHX3RPHZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Value not found,Apple,IPhone 15,IOS 16,5G,128 GB,USB,6.1 Inches,Wi-Fi,,,Matt Clark,5.0 out of 5 stars,"5.0 out of 5 stars







  
  
    Love it
  
",Reviewed in the United Kingdom on 5 October 2023,"







  
  
    Coming from a 13 Pro this 15 is so so much better in every way , so glad I chose this over the very over rated 15pro ! .
  
",Size Name: 128 GBColour: BlueVerified Purchase,Unlocked for All Carriers,Blue,iPhone,,,,,,,,,,,,,,,,,,
Apple iPhone 15 (128 GB) - Blue,799..,4.4 out of 5,198 global ratings,https://www.amazon.co.uk/Apple-iPhone-15-128-GB/product-reviews/B0CHX3RPHZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Value not found,Apple,IPhone 15,IOS 16,5G,128 GB,USB,6.1 Inches,Wi-Fi,,,Zahid yasin,5.0 out of 5 stars,"5.0 out of 5 stars







  
  
    Kzy
  
",Reviewed in the United Kingdom on 10 October 2023,"







  
  
    As usual new Apple no need to review this all ways best phone love it
  
",Size Name: 128 GBColour: BlueVerified Purchase,Unlocked for All Carriers,Blue,iPhone,,,,,,,,,,,,,,,,,,
Apple iPhone 15 (128 GB) - Blue,799..,4.4 out of 5,198 global ratings,https://www.amazon.co.uk/Apple-iPhone-15-128-GB/product-reviews/B0CHX3RPHZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Value not found,Apple,IPhone 15,IOS 16,5G,128 GB,USB,6.1 Inches,Wi-Fi,,,ROBERT JAMES  FARRON,5.0 out of 5 stars,"5.0 out of 5 stars







  
  
    Best IPhone I’ve had
  
",Reviewed in the United Kingdom on 27 September 2023,"







  
  
    The Battery life is Fantastic I’ve used it for 15 hours today and it’s only used 40 per cent battery and I watched Sky Go for 3 hours as well the Camera is excellent to Long may it last
  
",Size Name: 128 GBColour: BlackVerified Purchase,Unlocked for All Carriers,Blue,iPhone,,,,,,,,,,,,,,,,,,
Apple iPhone 15 (128 GB) - Blue,799..,4.4 out of 5,198 global ratings,https://www.amazon.co.uk/Apple-iPhone-15-128-GB/product-reviews/B0CHX3RPHZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Value not found,Apple,IPhone 15,IOS 16,5G,128 GB,USB,6.1 Inches,Wi-Fi,,,Amazon Customer,2.0 out of 5 stars,"2.0 out of 5 stars







  
  
    Good phone crippled by Apple
  
",Reviewed in the United Kingdom on 23 October 2023,"







  
  
    Certain things just seem like they don't have to be missing, LOG recording, RAW photos, how difficult would it have been to add the action button? - Plus 60hz display still does make the phone feel needlessly sluggish, no always on display.It's frustrating that Apple are taking really basic or software only things and removing it just to force people to the Pro. I don't want the useless 3x zoom lens, I don't want the titanium, I don't need the latest chip, but basic software features and a mode modern display should've made it to this phone.
  
",Size Name: 128 GBColour: BlackVerified Purchase,Unlocked for All Carriers,Blue,iPhone,,,,,,,,,,,,,,,,,,
Apple iPhone 15 (128 GB) - Blue,799..,4.4 out of 5,198 global ratings,https://www.amazon.co.uk/Apple-iPhone-15-128-GB/product-reviews/B0CHX3RPHZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Value not found,Apple,IPhone 15,IOS 16,5G,128 GB,USB,6.1 Inches,Wi-Fi,,,krishna kumar,1.0 out of 5 stars,"1.0 out of 5 stars







  
  
    Poor quality
  
",Reviewed in the United Kingdom on 26 September 2023,"







  
  
    I was transferring data from my old iPhone to the new one, it got off and never turned on again…Never buy any electronic goods from Amazon anymore
  
",Size Name: 256 GBColour: BlackVerified Purchase,Unlocked for All Carriers,Blue,iPhone,,,,,,,,,,,,,,,,,,
Apple iPhone 12 (64GB) - Purple (Renewed),284..,4.6 out of 5,121 global ratings,https://www.amazon.co.uk/Apple-iPhone-12-64GB-Renewed-Purple/product-reviews/B0B42V45SV/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Value not found,Apple,IPhone 12,IOS 14,4G,64 GB,Wireless,6.1,"GSM, Wi-Fi, CDMA, LTE",,,Adrian Burns,4.0 out of 5 stars,"4.0 out of 5 stars







  
  
    Really nice phone.
  
",Reviewed in the United Kingdom on 19 October 2023,"







  
  
    Really nice phone with 86% battery life. Would rate the condition as “as new”.Dropped a star because there was no sim removal tool when the description said there would be.
  
",Size Name: 64GBColour: Purple Verified Purchase,Unlocked for All Carriers,Purple,iPhone,,,,,,,,,,,,,,,,,,
Apple iPhone 12 (64GB) - Purple (Renewed),284..,4.6 out of 5,121 global ratings,https://www.amazon.co.uk/Apple-iPhone-12-64GB-Renewed-Purple/product-reviews/B0B42V45SV/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Value not found,Apple,IPhone 12,IOS 14,4G,64 GB,Wireless,6.1,"GSM, Wi-Fi, CDMA, LTE",,,Sarah,5.0 out of 5 stars,"5.0 out of 5 stars







  
  
    AMAZING!!
  
",Reviewed in the United Kingdom on 12 October 2023,"







  
  
    This iPhone is perfect! It came in perfect condition and is wonderful for the price! Or should I say… Immaculate! It was a little dusty but I cleansed it and looks brand new! Good job Amazon!
  
",Size Name: 64GBColour: Purple Verified Purchase,Unlocked for All Carriers,Purple,iPhone,,,,,,,,,,,,,,,,,,
Apple iPhone 12 (64GB) - Purple (Renewed),284..,4.6 out of 5,121 global ratings,https://www.amazon.co.uk/Apple-iPhone-12-64GB-Renewed-Purple/product-reviews/B0B42V45SV/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Value not found,Apple,IPhone 12,IOS 14,4G,64 GB,Wireless,6.1,"GSM, Wi-Fi, CDMA, LTE",,,pez,5.0 out of 5 stars,"5.0 out of 5 stars







  
  
    12
  
",Reviewed in the United Kingdom on 22 October 2023,"







  
  
    Very clean no scratches good battery life highly recommend
  
",Size Name: 64GBColour: Purple Verified Purchase,Unlocked for All Carriers,Purple,iPhone,,,,,,,,,,,,,,,,,,
